Product_Code,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,MIN,MAX,Normalized 0,Normalized 1,Normalized 2,Normalized 3,Normalized 4,Normalized 5,Normalized 6,Normalized 7,Normalized 8,Normalized 9,Normalized 10,Normalized 11,Normalized 12,Normalized 13,Normalized 14,Normalized 15,Normalized 16,Normalized 17,Normalized 18,Normalized 19,Normalized 20,Normalized 21,Normalized 22,Normalized 23,Normalized 24,Normalized 25,Normalized 26,Normalized 27,Normalized 28,Normalized 29,Normalized 30,Normalized 31,Normalized 32,Normalized 33,Normalized 34,Normalized 35,Normalized 36,Normalized 37,Normalized 38,Normalized 39,Normalized 40,Normalized 41,Normalized 42,Normalized 43,Normalized 44,Normalized 45,Normalized 46,Normalized 47,Normalized 48,Normalized 49,Normalized 50,Normalized 51,,
P354,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.08 ,0.08 
P355,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.08 ,0.08 
P356,4.00 ,6.00 ,4.00 ,2.00 ,2.00 ,5.00 ,3.00 ,2.00 ,10.00 ,0.00 ,4.00 ,5.00 ,3.00 ,3.00 ,4.00 ,5.00 ,3.00 ,4.00 ,2.00 ,2.00 ,6.00 ,3.00 ,3.00 ,5.00 ,9.00 ,2.00 ,5.00 ,1.00 ,4.00 ,4.00 ,2.00 ,3.00 ,1.00 ,3.00 ,3.00 ,3.00 ,0.00 ,7.00 ,2.00 ,5.00 ,5.00 ,2.00 ,6.00 ,4.00 ,5.00 ,1.00 ,2.00 ,3.00 ,6.00 ,2.00 ,9.00 ,8.00 ,0.00 ,10.00 ,0.40 ,0.60 ,0.40 ,0.20 ,0.20 ,0.50 ,0.30 ,0.20 ,1.00 ,0.00 ,0.40 ,0.50 ,0.30 ,0.30 ,0.40 ,0.50 ,0.30 ,0.40 ,0.20 ,0.20 ,0.60 ,0.30 ,0.30 ,0.50 ,0.90 ,0.20 ,0.50 ,0.10 ,0.40 ,0.40 ,0.20 ,0.30 ,0.10 ,0.30 ,0.30 ,0.30 ,0.00 ,0.70 ,0.20 ,0.50 ,0.50 ,0.20 ,0.60 ,0.40 ,0.50 ,0.10 ,0.20 ,0.30 ,0.60 ,0.20 ,0.90 ,0.80 ,3.63 ,0.38 
P357,3.00 ,1.00 ,3.00 ,4.00 ,2.00 ,3.00 ,2.00 ,4.00 ,3.00 ,2.00 ,3.00 ,3.00 ,2.00 ,0.00 ,1.00 ,1.00 ,3.00 ,1.00 ,3.00 ,5.00 ,1.00 ,3.00 ,3.00 ,1.00 ,3.00 ,7.00 ,2.00 ,0.00 ,0.00 ,1.00 ,2.00 ,4.00 ,0.00 ,1.00 ,2.00 ,1.00 ,3.00 ,1.00 ,3.00 ,1.00 ,3.00 ,1.00 ,3.00 ,3.00 ,1.00 ,3.00 ,2.00 ,2.00 ,1.00 ,5.00 ,0.00 ,2.00 ,0.00 ,7.00 ,0.43 ,0.14 ,0.43 ,0.57 ,0.29 ,0.43 ,0.29 ,0.57 ,0.43 ,0.29 ,0.43 ,0.43 ,0.29 ,0.00 ,0.14 ,0.14 ,0.43 ,0.14 ,0.43 ,0.71 ,0.14 ,0.43 ,0.43 ,0.14 ,0.43 ,1.00 ,0.29 ,0.00 ,0.00 ,0.14 ,0.29 ,0.57 ,0.00 ,0.14 ,0.29 ,0.14 ,0.43 ,0.14 ,0.43 ,0.14 ,0.43 ,0.14 ,0.43 ,0.43 ,0.14 ,0.43 ,0.29 ,0.29 ,0.14 ,0.71 ,0.00 ,0.29 ,2.18 ,0.31 
P358,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.00 ,2.00 ,0.00 ,1.00 ,1.00 ,2.00 ,0.00 ,2.00 ,2.00 ,0.00 ,1.00 ,0.00 ,1.00 ,1.00 ,1.00 ,3.00 ,0.00 ,0.00 ,2.00 ,0.00 ,2.00 ,3.00 ,3.00 ,2.00 ,0.00 ,2.00 ,4.00 ,2.00 ,1.00 ,4.00 ,4.00 ,3.00 ,5.00 ,0.00 ,5.00 ,0.20 ,0.20 ,0.20 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.20 ,0.00 ,0.20 ,0.20 ,0.00 ,0.20 ,0.00 ,0.00 ,0.00 ,0.20 ,0.20 ,0.20 ,0.40 ,0.00 ,0.20 ,0.20 ,0.40 ,0.00 ,0.40 ,0.40 ,0.00 ,0.20 ,0.00 ,0.20 ,0.20 ,0.20 ,0.60 ,0.00 ,0.00 ,0.40 ,0.00 ,0.40 ,0.60 ,0.60 ,0.40 ,0.00 ,0.40 ,0.80 ,0.40 ,0.20 ,0.80 ,0.80 ,0.60 ,1.00 ,1.06 ,0.25 
P359,3.00 ,5.00 ,3.00 ,5.00 ,4.00 ,5.00 ,2.00 ,7.00 ,6.00 ,4.00 ,9.00 ,3.00 ,6.00 ,6.00 ,4.00 ,3.00 ,6.00 ,10.00 ,5.00 ,3.00 ,6.00 ,9.00 ,10.00 ,3.00 ,10.00 ,6.00 ,6.00 ,1.00 ,4.00 ,4.00 ,4.00 ,3.00 ,4.00 ,3.00 ,5.00 ,7.00 ,3.00 ,8.00 ,2.00 ,3.00 ,1.00 ,6.00 ,6.00 ,6.00 ,5.00 ,5.00 ,3.00 ,4.00 ,8.00 ,6.00 ,6.00 ,9.00 ,1.00 ,10.00 ,0.22 ,0.44 ,0.22 ,0.44 ,0.33 ,0.44 ,0.11 ,0.67 ,0.56 ,0.33 ,0.89 ,0.22 ,0.56 ,0.56 ,0.33 ,0.22 ,0.56 ,1.00 ,0.44 ,0.22 ,0.56 ,0.89 ,1.00 ,0.22 ,1.00 ,0.56 ,0.56 ,0.00 ,0.33 ,0.33 ,0.33 ,0.22 ,0.33 ,0.22 ,0.44 ,0.67 ,0.22 ,0.78 ,0.11 ,0.22 ,0.00 ,0.56 ,0.56 ,0.56 ,0.44 ,0.44 ,0.22 ,0.33 ,0.78 ,0.56 ,0.56 ,0.89 ,4.98 ,0.45 
P360,0.00 ,1.00 ,2.00 ,2.00 ,1.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,1.00 ,1.00 ,0.00 ,1.00 ,1.00 ,2.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,3.00 ,1.00 ,2.00 ,3.00 ,0.00 ,1.00 ,2.00 ,2.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,3.00 ,2.00 ,0.00 ,2.00 ,1.00 ,1.00 ,1.00 ,2.00 ,1.00 ,1.00 ,1.00 ,1.00 ,2.00 ,0.00 ,3.00 ,0.00 ,0.33 ,0.67 ,0.67 ,0.33 ,0.33 ,0.00 ,0.00 ,0.33 ,0.00 ,0.33 ,0.33 ,0.33 ,0.00 ,0.33 ,0.33 ,0.67 ,0.00 ,0.00 ,0.33 ,0.00 ,0.00 ,1.00 ,0.33 ,0.67 ,1.00 ,0.00 ,0.33 ,0.67 ,0.67 ,0.33 ,0.00 ,0.00 ,0.33 ,0.00 ,0.00 ,0.00 ,0.33 ,0.00 ,1.00 ,0.67 ,0.00 ,0.67 ,0.33 ,0.33 ,0.33 ,0.67 ,0.33 ,0.33 ,0.33 ,0.33 ,0.67 ,0.96 ,0.33 
P361,6.00 ,3.00 ,3.00 ,2.00 ,3.00 ,0.00 ,0.00 ,3.00 ,2.00 ,2.00 ,2.00 ,1.00 ,1.00 ,2.00 ,4.00 ,4.00 ,4.00 ,3.00 ,4.00 ,1.00 ,2.00 ,3.00 ,3.00 ,4.00 ,3.00 ,3.00 ,2.00 ,1.00 ,2.00 ,0.00 ,2.00 ,3.00 ,1.00 ,3.00 ,2.00 ,1.00 ,3.00 ,4.00 ,3.00 ,1.00 ,4.00 ,4.00 ,0.00 ,1.00 ,1.00 ,3.00 ,3.00 ,4.00 ,3.00 ,3.00 ,5.00 ,5.00 ,0.00 ,6.00 ,1.00 ,0.50 ,0.50 ,0.33 ,0.50 ,0.00 ,0.00 ,0.50 ,0.33 ,0.33 ,0.33 ,0.17 ,0.17 ,0.33 ,0.67 ,0.67 ,0.67 ,0.50 ,0.67 ,0.17 ,0.33 ,0.50 ,0.50 ,0.67 ,0.50 ,0.50 ,0.33 ,0.17 ,0.33 ,0.00 ,0.33 ,0.50 ,0.17 ,0.50 ,0.33 ,0.17 ,0.50 ,0.67 ,0.50 ,0.17 ,0.67 ,0.67 ,0.00 ,0.17 ,0.17 ,0.50 ,0.50 ,0.67 ,0.50 ,0.50 ,0.83 ,0.83 ,2.43 ,0.42 
P362,1.00 ,0.00 ,0.00 ,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,1.00 ,3.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.00 ,2.00 ,0.00 ,1.00 ,1.00 ,1.00 ,1.00 ,0.00 ,3.00 ,1.00 ,2.00 ,2.00 ,2.00 ,1.00 ,2.00 ,1.00 ,2.00 ,0.00 ,0.00 ,1.00 ,0.00 ,2.00 ,1.00 ,0.00 ,2.00 ,1.00 ,2.00 ,1.00 ,0.00 ,4.00 ,2.00 ,1.00 ,0.00 ,2.00 ,3.00 ,1.00 ,2.00 ,2.00 ,0.00 ,4.00 ,0.25 ,0.00 ,0.00 ,0.25 ,0.25 ,0.25 ,0.00 ,0.00 ,0.25 ,0.75 ,0.00 ,0.00 ,0.00 ,0.50 ,0.25 ,0.50 ,0.00 ,0.25 ,0.25 ,0.25 ,0.25 ,0.00 ,0.75 ,0.25 ,0.50 ,0.50 ,0.50 ,0.25 ,0.50 ,0.25 ,0.50 ,0.00 ,0.00 ,0.25 ,0.00 ,0.50 ,0.25 ,0.00 ,0.50 ,0.25 ,0.50 ,0.25 ,0.00 ,1.00 ,0.50 ,0.25 ,0.00 ,0.50 ,0.75 ,0.25 ,0.50 ,0.50 ,1.12 ,0.29 
P363,2.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,0.00 ,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.00 ,2.00 ,0.00 ,2.00 ,1.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,1.00 ,1.00 ,0.00 ,0.00 ,0.00 ,2.00 ,1.00 ,0.50 ,0.00 ,0.00 ,0.00 ,0.00 ,0.50 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.50 ,0.00 ,0.50 ,0.00 ,0.50 ,0.50 ,0.50 ,0.00 ,0.00 ,0.50 ,0.00 ,0.00 ,0.00 ,0.50 ,0.50 ,0.00 ,0.50 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.50 ,1.00 ,0.00 ,1.00 ,0.50 ,0.50 ,0.50 ,0.00 ,0.00 ,0.00 ,0.50 ,0.50 ,0.00 ,0.00 ,0.53 ,0.26 
P364,10.00 ,18.00 ,10.00 ,8.00 ,11.00 ,18.00 ,8.00 ,15.00 ,10.00 ,13.00 ,9.00 ,10.00 ,16.00 ,13.00 ,19.00 ,18.00 ,19.00 ,12.00 ,19.00 ,9.00 ,10.00 ,16.00 ,17.00 ,11.00 ,19.00 ,18.00 ,8.00 ,8.00 ,9.00 ,13.00 ,9.00 ,8.00 ,12.00 ,5.00 ,11.00 ,11.00 ,12.00 ,14.00 ,11.00 ,6.00 ,4.00 ,15.00 ,10.00 ,8.00 ,14.00 ,17.00 ,11.00 ,16.00 ,17.00 ,12.00 ,12.00 ,27.00 ,4.00 ,27.00 ,0.26 ,0.61 ,0.26 ,0.17 ,0.30 ,0.61 ,0.17 ,0.48 ,0.26 ,0.39 ,0.22 ,0.26 ,0.52 ,0.39 ,0.65 ,0.61 ,0.65 ,0.35 ,0.65 ,0.22 ,0.26 ,0.52 ,0.57 ,0.30 ,0.65 ,0.61 ,0.17 ,0.17 ,0.22 ,0.39 ,0.22 ,0.17 ,0.35 ,0.04 ,0.30 ,0.30 ,0.35 ,0.43 ,0.30 ,0.09 ,0.00 ,0.48 ,0.26 ,0.17 ,0.43 ,0.57 ,0.30 ,0.52 ,0.57 ,0.35 ,0.35 ,1.00 ,12.35 ,0.37 
P365,6.00 ,5.00 ,5.00 ,1.00 ,5.00 ,2.00 ,8.00 ,7.00 ,3.00 ,3.00 ,2.00 ,4.00 ,3.00 ,8.00 ,5.00 ,4.00 ,2.00 ,5.00 ,3.00 ,10.00 ,2.00 ,7.00 ,1.00 ,3.00 ,2.00 ,3.00 ,1.00 ,3.00 ,2.00 ,2.00 ,1.00 ,3.00 ,2.00 ,4.00 ,5.00 ,2.00 ,3.00 ,7.00 ,2.00 ,3.00 ,7.00 ,2.00 ,3.00 ,1.00 ,4.00 ,5.00 ,2.00 ,1.00 ,5.00 ,3.00 ,2.00 ,7.00 ,1.00 ,10.00 ,0.56 ,0.44 ,0.44 ,0.00 ,0.44 ,0.11 ,0.78 ,0.67 ,0.22 ,0.22 ,0.11 ,0.33 ,0.22 ,0.78 ,0.44 ,0.33 ,0.11 ,0.44 ,0.22 ,1.00 ,0.11 ,0.67 ,0.00 ,0.22 ,0.11 ,0.22 ,0.00 ,0.22 ,0.11 ,0.11 ,0.00 ,0.22 ,0.11 ,0.33 ,0.44 ,0.11 ,0.22 ,0.67 ,0.11 ,0.22 ,0.67 ,0.11 ,0.22 ,0.00 ,0.33 ,0.44 ,0.11 ,0.00 ,0.44 ,0.22 ,0.11 ,0.67 ,3.65 ,0.30 
P366,2.00 ,2.00 ,8.00 ,3.00 ,5.00 ,3.00 ,4.00 ,4.00 ,3.00 ,1.00 ,3.00 ,1.00 ,1.00 ,1.00 ,3.00 ,3.00 ,2.00 ,1.00 ,3.00 ,3.00 ,9.00 ,3.00 ,4.00 ,3.00 ,4.00 ,0.00 ,5.00 ,2.00 ,2.00 ,2.00 ,3.00 ,1.00 ,4.00 ,4.00 ,0.00 ,5.00 ,0.00 ,5.00 ,3.00 ,2.00 ,5.00 ,1.00 ,3.00 ,2.00 ,4.00 ,3.00 ,5.00 ,4.00 ,2.00 ,7.00 ,0.00 ,6.00 ,0.00 ,9.00 ,0.22 ,0.22 ,0.89 ,0.33 ,0.56 ,0.33 ,0.44 ,0.44 ,0.33 ,0.11 ,0.33 ,0.11 ,0.11 ,0.11 ,0.33 ,0.33 ,0.22 ,0.11 ,0.33 ,0.33 ,1.00 ,0.33 ,0.44 ,0.33 ,0.44 ,0.00 ,0.56 ,0.22 ,0.22 ,0.22 ,0.33 ,0.11 ,0.44 ,0.44 ,0.00 ,0.56 ,0.00 ,0.56 ,0.33 ,0.22 ,0.56 ,0.11 ,0.33 ,0.22 ,0.44 ,0.33 ,0.56 ,0.44 ,0.22 ,0.78 ,0.00 ,0.67 ,2.98 ,0.34 
P367,0.00 ,2.00 ,2.00 ,1.00 ,1.00 ,5.00 ,4.00 ,0.00 ,2.00 ,1.00 ,3.00 ,2.00 ,1.00 ,2.00 ,1.00 ,1.00 ,0.00 ,1.00 ,5.00 ,7.00 ,3.00 ,3.00 ,3.00 ,4.00 ,4.00 ,3.00 ,1.00 ,2.00 ,1.00 ,0.00 ,1.00 ,2.00 ,1.00 ,1.00 ,1.00 ,0.00 ,3.00 ,3.00 ,4.00 ,1.00 ,6.00 ,1.00 ,5.00 ,2.00 ,1.00 ,3.00 ,2.00 ,3.00 ,4.00 ,2.00 ,0.00 ,6.00 ,0.00 ,7.00 ,0.00 ,0.29 ,0.29 ,0.14 ,0.14 ,0.71 ,0.57 ,0.00 ,0.29 ,0.14 ,0.43 ,0.29 ,0.14 ,0.29 ,0.14 ,0.14 ,0.00 ,0.14 ,0.71 ,1.00 ,0.43 ,0.43 ,0.43 ,0.57 ,0.57 ,0.43 ,0.14 ,0.29 ,0.14 ,0.00 ,0.14 ,0.29 ,0.14 ,0.14 ,0.14 ,0.00 ,0.43 ,0.43 ,0.57 ,0.14 ,0.86 ,0.14 ,0.71 ,0.29 ,0.14 ,0.43 ,0.29 ,0.43 ,0.57 ,0.29 ,0.00 ,0.86 ,2.22 ,0.32 
P368,0.00 ,5.00 ,5.00 ,3.00 ,2.00 ,2.00 ,6.00 ,5.00 ,7.00 ,2.00 ,7.00 ,2.00 ,9.00 ,6.00 ,3.00 ,4.00 ,4.00 ,5.00 ,5.00 ,9.00 ,5.00 ,11.00 ,4.00 ,11.00 ,7.00 ,12.00 ,2.00 ,2.00 ,1.00 ,9.00 ,5.00 ,1.00 ,2.00 ,4.00 ,3.00 ,3.00 ,3.00 ,6.00 ,5.00 ,1.00 ,4.00 ,7.00 ,9.00 ,4.00 ,6.00 ,9.00 ,6.00 ,9.00 ,6.00 ,9.00 ,11.00 ,12.00 ,0.00 ,12.00 ,0.00 ,0.42 ,0.42 ,0.25 ,0.17 ,0.17 ,0.50 ,0.42 ,0.58 ,0.17 ,0.58 ,0.17 ,0.75 ,0.50 ,0.25 ,0.33 ,0.33 ,0.42 ,0.42 ,0.75 ,0.42 ,0.92 ,0.33 ,0.92 ,0.58 ,1.00 ,0.17 ,0.17 ,0.08 ,0.75 ,0.42 ,0.08 ,0.17 ,0.33 ,0.25 ,0.25 ,0.25 ,0.50 ,0.42 ,0.08 ,0.33 ,0.58 ,0.75 ,0.33 ,0.50 ,0.75 ,0.50 ,0.75 ,0.50 ,0.75 ,0.92 ,1.00 ,5.06 ,0.45 
P369,3.00 ,2.00 ,2.00 ,3.00 ,3.00 ,7.00 ,2.00 ,5.00 ,4.00 ,2.00 ,9.00 ,4.00 ,2.00 ,6.00 ,6.00 ,6.00 ,6.00 ,7.00 ,3.00 ,6.00 ,5.00 ,5.00 ,6.00 ,4.00 ,8.00 ,7.00 ,6.00 ,3.00 ,1.00 ,1.00 ,2.00 ,5.00 ,1.00 ,5.00 ,1.00 ,6.00 ,2.00 ,1.00 ,2.00 ,7.00 ,1.00 ,5.00 ,4.00 ,4.00 ,2.00 ,3.00 ,2.00 ,4.00 ,1.00 ,2.00 ,7.00 ,3.00 ,1.00 ,9.00 ,0.25 ,0.13 ,0.13 ,0.25 ,0.25 ,0.75 ,0.13 ,0.50 ,0.38 ,0.13 ,1.00 ,0.38 ,0.13 ,0.63 ,0.63 ,0.63 ,0.63 ,0.75 ,0.25 ,0.63 ,0.50 ,0.50 ,0.63 ,0.38 ,0.88 ,0.75 ,0.63 ,0.25 ,0.00 ,0.00 ,0.13 ,0.50 ,0.00 ,0.50 ,0.00 ,0.63 ,0.13 ,0.00 ,0.13 ,0.75 ,0.00 ,0.50 ,0.38 ,0.38 ,0.13 ,0.25 ,0.13 ,0.38 ,0.00 ,0.13 ,0.75 ,0.25 ,3.92 ,0.37 
P370,6.00 ,2.00 ,3.00 ,5.00 ,11.00 ,5.00 ,3.00 ,2.00 ,2.00 ,5.00 ,3.00 ,1.00 ,5.00 ,4.00 ,3.00 ,4.00 ,1.00 ,7.00 ,0.00 ,7.00 ,1.00 ,5.00 ,4.00 ,8.00 ,9.00 ,6.00 ,0.00 ,3.00 ,4.00 ,1.00 ,5.00 ,1.00 ,5.00 ,2.00 ,4.00 ,5.00 ,1.00 ,0.00 ,1.00 ,0.00 ,3.00 ,4.00 ,2.00 ,3.00 ,6.00 ,3.00 ,3.00 ,3.00 ,3.00 ,2.00 ,4.00 ,5.00 ,0.00 ,11.00 ,0.55 ,0.18 ,0.27 ,0.45 ,1.00 ,0.45 ,0.27 ,0.18 ,0.18 ,0.45 ,0.27 ,0.09 ,0.45 ,0.36 ,0.27 ,0.36 ,0.09 ,0.64 ,0.00 ,0.64 ,0.09 ,0.45 ,0.36 ,0.73 ,0.82 ,0.55 ,0.00 ,0.27 ,0.36 ,0.09 ,0.45 ,0.09 ,0.45 ,0.18 ,0.36 ,0.45 ,0.09 ,0.00 ,0.09 ,0.00 ,0.27 ,0.36 ,0.18 ,0.27 ,0.55 ,0.27 ,0.27 ,0.27 ,0.27 ,0.18 ,0.36 ,0.45 ,3.55 ,0.32 
P371,2.00 ,4.00 ,3.00 ,1.00 ,2.00 ,2.00 ,1.00 ,0.00 ,2.00 ,3.00 ,2.00 ,2.00 ,3.00 ,4.00 ,7.00 ,1.00 ,2.00 ,4.00 ,1.00 ,3.00 ,1.00 ,2.00 ,1.00 ,4.00 ,4.00 ,1.00 ,0.00 ,2.00 ,2.00 ,1.00 ,3.00 ,1.00 ,0.00 ,1.00 ,2.00 ,3.00 ,2.00 ,1.00 ,0.00 ,1.00 ,4.00 ,3.00 ,0.00 ,3.00 ,1.00 ,3.00 ,1.00 ,6.00 ,3.00 ,4.00 ,2.00 ,3.00 ,0.00 ,7.00 ,0.29 ,0.57 ,0.43 ,0.14 ,0.29 ,0.29 ,0.14 ,0.00 ,0.29 ,0.43 ,0.29 ,0.29 ,0.43 ,0.57 ,1.00 ,0.14 ,0.29 ,0.57 ,0.14 ,0.43 ,0.14 ,0.29 ,0.14 ,0.57 ,0.57 ,0.14 ,0.00 ,0.29 ,0.29 ,0.14 ,0.43 ,0.14 ,0.00 ,0.14 ,0.29 ,0.43 ,0.29 ,0.14 ,0.00 ,0.14 ,0.57 ,0.43 ,0.00 ,0.43 ,0.14 ,0.43 ,0.14 ,0.86 ,0.43 ,0.57 ,0.29 ,0.43 ,2.14 ,0.31 
P372,1.00 ,2.00 ,0.00 ,1.00 ,2.00 ,4.00 ,2.00 ,0.00 ,1.00 ,1.00 ,2.00 ,3.00 ,0.00 ,3.00 ,2.00 ,3.00 ,0.00 ,4.00 ,3.00 ,5.00 ,1.00 ,2.00 ,3.00 ,3.00 ,4.00 ,3.00 ,1.00 ,1.00 ,2.00 ,0.00 ,1.00 ,0.00 ,0.00 ,4.00 ,1.00 ,0.00 ,2.00 ,1.00 ,0.00 ,1.00 ,6.00 ,2.00 ,3.00 ,3.00 ,4.00 ,1.00 ,3.00 ,2.00 ,7.00 ,3.00 ,4.00 ,4.00 ,0.00 ,7.00 ,0.14 ,0.29 ,0.00 ,0.14 ,0.29 ,0.57 ,0.29 ,0.00 ,0.14 ,0.14 ,0.29 ,0.43 ,0.00 ,0.43 ,0.29 ,0.43 ,0.00 ,0.57 ,0.43 ,0.71 ,0.14 ,0.29 ,0.43 ,0.43 ,0.57 ,0.43 ,0.14 ,0.14 ,0.29 ,0.00 ,0.14 ,0.00 ,0.00 ,0.57 ,0.14 ,0.00 ,0.29 ,0.14 ,0.00 ,0.14 ,0.86 ,0.29 ,0.43 ,0.43 ,0.57 ,0.14 ,0.43 ,0.29 ,1.00 ,0.43 ,0.57 ,0.57 ,2.04 ,0.31 
P373,0.00 ,3.00 ,0.00 ,0.00 ,1.00 ,1.00 ,2.00 ,0.00 ,2.00 ,1.00 ,3.00 ,1.00 ,3.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,0.00 ,0.00 ,1.00 ,0.00 ,1.00 ,2.00 ,2.00 ,3.00 ,2.00 ,1.00 ,3.00 ,0.00 ,2.00 ,3.00 ,3.00 ,2.00 ,0.00 ,1.00 ,2.00 ,2.00 ,5.00 ,1.00 ,1.00 ,2.00 ,0.00 ,1.00 ,2.00 ,2.00 ,2.00 ,2.00 ,5.00 ,4.00 ,0.00 ,5.00 ,0.00 ,0.60 ,0.00 ,0.00 ,0.20 ,0.20 ,0.40 ,0.00 ,0.40 ,0.20 ,0.60 ,0.20 ,0.60 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.20 ,0.00 ,0.00 ,0.00 ,0.20 ,0.00 ,0.20 ,0.40 ,0.40 ,0.60 ,0.40 ,0.20 ,0.60 ,0.00 ,0.40 ,0.60 ,0.60 ,0.40 ,0.00 ,0.20 ,0.40 ,0.40 ,1.00 ,0.20 ,0.20 ,0.40 ,0.00 ,0.20 ,0.40 ,0.40 ,0.40 ,0.40 ,1.00 ,0.80 ,1.31 ,0.29 
